id,x,y,width,height,label
9526,-0.7407449794988628,-1.2460968779574253,2.216024804305091,3.652787413608666,0
9527,0.6519946073693507,-0.9102997358895536,1.6809872444835772,3.115087422357228,0
9528,-0.3016328167601585,1.170758868241598,2.416663889238159,2.106899938760781,0
9529,0.5189303156303494,1.294473604792919,1.5472278545281986,1.7036249453222023,0
9530,-1.193163571411467,-0.18126646692641135,1.6809872444835772,1.7036249453222023,0
9531,1.4326384522381581,-0.6275231952008197,1.1459496846620632,1.501987448602913,0
9532,0.8515910449778525,-1.4625976669222371,1.6141075495058879,0.6282249628193259,0
9533,-1.4459857257155695,-0.8396056007173701,1.2128293796397522,0.9642874573514748,0
9534,1.423767499455558,0.6361344710019603,0.610912124840549,0.8298624595386153,0
9535,0.4302207878043485,0.2782454116927814,-0.19164421489172212,1.3003499518836237,0
9536,-1.1621152366723668,0.3401027799684419,0.14275425999672417,0.7626499606321855,0
9537,0.1995760154567463,-0.1326642489955352,0.20963395497441342,0.42658746610003656,0
9538,-0.975825228237765,0.7024102227258823,0.4102730399074812,0.2249499693807472,0
9539,1.108848675673255,-0.2033583841677187,-0.5260426897801684,0.42658746610003656,0
9540,0.7850588991083519,-0.4154407896842692,-0.5929223847578576,0.15773747047431744,0
9541,1.1753808215427557,1.1133198834141989,-0.5929223847578576,0.15773747047431744,0
9542,0.2306243501958466,-0.49939007520123707,0.008994870041345646,0.3593749671936068,0
9543,0.9269941436299534,0.38870499789931806,1.8147466344389556,2.9806624245443682,0
9544,-0.8605028420639639,1.303310371689442,1.4803481595505092,1.8380499431350619,0
9545,0.3636886419348479,0.7642675910015428,1.4803481595505092,1.3003499518836237,0
9546,0.022156959804744594,0.40637853169236393,1.1459496846620632,1.501987448602913,0
9547,1.3217515424556572,0.22080642686538227,0.4102730399074812,1.3675624507900535,0
9548,-0.19074590697765745,-0.8705342848552005,0.47715273488517046,1.1659249540707641,0
9549,0.895945808890853,1.0337889813454924,0.6777918198182382,0.8298624595386153,0
9550,0.12417291680464558,-1.1268005248543655,0.2765136499521027,1.0314999562579046,0
9551,-0.3992132973687595,0.7554308241050199,0.6777918198182382,0.09052497156788766,0
9552,-0.7806642670205631,0.5875322530710841,1.0790699896843738,-0.5816000174964101,0
9553,-0.7141321211510625,-0.09289879796118199,0.34339334492979195,0.3593749671936068,0
9554,1.1665098687601556,-0.9014629689930307,0.34339334492979195,0.15773747047431744,0
